,Date,Open,High,Low,Close,Adj Close,Volume,Volatility,MA,Return
19,2007-01-31,142.630005,144.130005,142.399994,143.75,109.64804099999999,91868600,0.3744397266248868,142.74700009999955,0.6723209237779141
20,2007-02-01,144.149994,144.66000400000001,143.91000400000001,144.610001,110.30399299999999,69312400,0.674382436819289,142.95400089999958,0.598261565217399
21,2007-02-02,144.729996,144.949997,144.380005,144.809998,110.456551,49607000,0.9774588820156005,143.15299999999957,0.13830094641932558
22,2007-02-05,144.699997,144.940002,144.33999599999999,144.850006,110.48710600000001,45705300,1.1446806420166937,143.40000009999957,0.027627926629762305
23,2007-02-06,144.970001,145.029999,144.330002,144.889999,110.51756999999999,57081300,1.2870098294158103,143.60899969999957,0.027609940174929154
24,2007-02-07,145.119995,145.360001,144.570007,145.21000700000002,110.761665,55669700,1.5158280990194157,143.7350006999996,0.22086272496974055
25,2007-02-08,144.779999,145.119995,144.270004,145.020004,110.61673700000001,70641000,1.3872107688164452,144.0110015999996,-0.13084704279369572
26,2007-02-09,145.059998,145.330002,143.389999,143.940002,109.79293100000001,79084400,1.001139150815219,144.19200129999962,-0.7447262241145762
27,2007-02-12,143.940002,144.03999299999998,143.190002,143.449997,109.41916699999999,65657000,0.5777806852164212,144.33200069999958,-0.34042308822532635
28,2007-02-13,143.770004,144.899994,143.759995,144.66000400000001,110.342125,64081800,0.31579111561036505,144.5190017999996,0.8435043745591844
29,2007-02-14,144.800003,145.899994,144.779999,145.610001,111.06673400000001,66039400,0.3410866270100956,144.7050018999996,0.6567101989019689
30,2007-02-15,145.669998,145.949997,145.429993,145.800003,111.211693,38715200,0.44592580321009556,144.8240020999996,0.13048691621119668
31,2007-02-16,145.440002,145.759995,145.229996,145.729996,111.15827900000001,39841800,0.5195247232120951,144.9160018999996,-0.04801577404631736
32,2007-02-20,145.559998,146.199997,145.0,146.03999299999998,111.394722,56911800,0.6312640860166407,145.0350005999996,0.21272010465160615
33,2007-02-21,145.610001,146.070007,145.350006,145.979996,111.348923,63971600,0.7065822356184099,145.14400029999962,-0.0410825820841976
34,2007-02-22,146.050003,146.419998,145.169998,145.869995,111.265083,79067400,0.7544975360152882,145.2099990999996,-0.07535347514327315
35,2007-02-23,145.740005,145.78999299999998,145.029999,145.300003,110.830299,71966200,0.7509137980143984,145.2379989999996,-0.3907534239649388
36,2007-02-26,145.830002,145.949997,144.75,145.169998,110.731163,69192800,0.5677676888134368,145.36099859999962,-0.08947350124969457
37,2007-02-27,143.880005,144.199997,139.0,139.5,106.40623500000001,274466500,3.4816806732132854,144.96599889999962,-3.9057643301751597
38,2007-02-28,140.389999,141.979996,139.800003,140.929993,107.496994,177536300,4.962121927212957,144.5929977999996,1.0250845878136172
39,2007-03-01,139.33999599999999,141.25,138.050003,140.509995,107.17660500000001,212828600,6.26568295081235,144.0829971999996,-0.2980188894212125
40,2007-03-02,140.050003,140.66000400000001,138.66000400000001,138.669998,105.77313999999998,162574000,8.3925583800088,143.3699966999996,-1.3095132485059235
41,2007-03-05,137.929993,139.580002,137.330002,137.350006,104.766304,143750400,10.757385189216386,142.5319976999996,-0.9518944393436748
42,2007-03-06,138.779999,140.119995,137.720001,139.699997,106.5588,143333300,9.926849390414079,141.8979980999996,1.7109507807374893
43,2007-03-07,139.58999599999999,140.46000700000002,139.399994,139.559998,106.45198799999999,115144900,8.395039408413592,141.2559982999996,-0.1002140322164709
44,2007-03-08,140.53999299999998,141.16000400000001,140.070007,140.740005,107.35208100000001,117891600,6.029599788216004,140.7429992999996,0.8455195019420887
45,2007-03-09,141.309998,141.419998,140.080002,140.779999,107.38256799999999,107765100,3.74880405221448,140.2909988999996,0.028416938026971927
46,2007-03-12,140.419998,141.33999599999999,140.16000400000001,140.990005,107.542763,80366900,1.2424783684176366,139.8729995999996,0.14917317906785382
47,2007-03-13,140.179993,140.770004,138.03999299999998,138.25,105.45278200000001,190605200,1.4763532684176364,139.7479995999996,-1.9434037185827437
48,2007-03-14,138.429993,139.360001,136.75,139.279999,106.23838799999999,231853800,1.3313200828129572,139.58300019999962,0.7450264014466573
49,2007-03-15,138.970001,139.990005,138.800003,139.470001,106.38333899999999,132435900,1.2358491536099567,139.4790007999996,0.1364172898938581
50,2007-03-16,139.309998,139.630005,138.119995,138.529999,106.085457,121531600,1.2602650450094848,139.4650008999996,-0.6739814965656972
51,2007-03-19,139.259995,140.330002,139.149994,140.199997,107.36433400000001,96161200,0.7857421420075974,139.7499999999996,1.2055136158630828
52,2007-03-20,140.080002,141.050003,139.96000700000002,140.970001,107.954002,82147400,0.9182032544066366,139.87700039999962,0.5492182713812755
53,2007-03-21,141.100006,143.649994,140.820007,143.28999299999998,109.730652,152368700,1.933877424011276,140.2499998999996,1.645734541776718
54,2007-03-22,143.479996,143.679993,142.78999299999998,143.179993,109.64641599999999,118942200,2.708817466411995,140.4939986999996,-0.07676739854400386
55,2007-03-23,143.279999,143.809998,143.149994,143.389999,109.807236,74416800,3.471198623011991,140.7549986999996,0.14667272682433558
56,2007-03-26,143.5,143.649994,142.08999599999999,143.199997,109.661736,113787500,4.014636849207671,140.97599789999956,-0.13250714926080215
57,2007-03-27,143.119995,143.16000400000001,142.389999,142.860001,109.401329,99864600,3.413956070008189,141.43699799999956,-0.23742737927570284
58,2007-03-28,142.139999,142.470001,141.259995,141.820007,108.60495,152907900,2.8988447844155516,141.69099879999956,-0.7279812352794308
59,2007-03-29,142.53999299999998,142.610001,141.190002,141.970001,108.719765,139432700,2.350845884415551,141.94099879999956,0.10576363883552228
60,2007-03-30,142.240005,142.83999599999999,140.559998,142.0,108.742783,128194100,1.067292965615686,142.28799889999954,0.02113052038367152
61,2007-04-02,142.16000400000001,142.46000700000002,141.479996,142.16000400000001,108.86528799999999,79416400,0.5945397672174347,142.48399959999955,0.11267887323944711
62,2007-04-03,142.970001,143.979996,142.91000400000001,143.690002,110.03698,82417800,0.43678071561780285,142.75599969999956,1.076250673149937
63,2007-04-04,143.690002,143.949997,143.16000400000001,143.850006,110.1595,63995200,0.5248146640155964,142.8120009999996,0.11135360691275856
64,2007-04-05,143.669998,144.440002,143.610001,144.240005,110.458168,46822800,0.7039561408093555,142.9180021999996,0.2711150390914748
65,2007-04-09,144.649994,144.800003,144.149994,144.440002,110.611282,50967400,0.9023013190082443,143.0230024999996,0.13865570789462758
66,2007-04-10,144.330002,144.850006,144.270004,144.610001,110.74148600000001,56620000,1.131143924805287,143.16400289999962,0.11769523514685251
67,2007-04-11,144.820007,144.860001,143.53999299999998,144.020004,110.289658,106365700,1.1817199280049575,143.2800031999996,-0.407991837300389
68,2007-04-12,143.740005,144.919998,143.33999599999999,144.66000400000001,110.77977800000001,115534400,1.078345428803491,143.5640028999996,0.44438271227934056
69,2007-04-13,144.899994,145.320007,144.360001,145.320007,111.28519399999999,84287000,1.020390861004449,143.89900349999962,0.4562442843565723
70,2007-04-16,145.830002,146.860001,145.820007,146.699997,112.341995,83064600,1.2234261724073539,144.3690031999996,0.9496214791676911
71,2007-04-17,146.970001,147.399994,146.649994,147.08999599999999,112.640648,108424100,1.2327903964118323,144.8620023999996,0.2658479945299446
72,2007-04-18,146.600006,147.699997,146.570007,147.270004,112.77851899999999,88345300,1.5471149300120302,145.2200025999996,0.12237949887497113
73,2007-04-19,146.550003,147.399994,146.360001,147.229996,112.747902,102947700,1.6491898844142323,145.55800159999959,-0.0271664282700775
74,2007-04-20,148.220001,148.619995,147.03999299999998,148.619995,113.81230900000001,124114100,2.2212156148164253,145.99600059999958,0.9441004127990257
75,2007-04-23,148.369995,148.729996,147.970001,148.059998,113.38344599999999,77270800,2.274067266816745,146.35800019999957,-0.3767978864485775
76,2007-04-24,148.229996,148.399994,147.320007,148.119995,113.42941299999998,114471000,2.1557791352190265,146.70899959999957,0.04052208618831767
77,2007-04-25,148.729996,149.66000400000001,148.020004,149.479996,114.47091699999999,108418800,1.902436380017748,147.25499879999956,0.9181751592686802
78,2007-04-26,149.490005,149.800003,149.100006,149.649994,114.601097,88741600,1.5536367776163555,147.75399779999958,0.11372625404672378
79,2007-04-27,149.08999599999999,149.740005,148.83999599999999,149.529999,114.509148,108191100,1.099383356007402,148.17499699999956,-0.08018376532643814
80,2007-04-30,149.639999,149.740005,148.21000700000002,148.28999299999998,113.55960800000001,100874100,0.8578623912088421,148.33399659999958,-0.8292690485472567
81,2007-05-01,148.419998,149.470001,147.669998,148.669998,113.85061599999999,134342700,0.6894342728089594,148.4919967999996,0.25625802005399734
82,2007-05-02,148.899994,149.949997,148.75,149.53999299999998,114.51683,87129800,0.5984087354040083,148.7189956999996,0.5851853176186824
83,2007-05-03,149.970001,150.399994,149.729996,150.350006,115.137123,86569700,0.5453715606136144,149.0309966999996,0.5416698127035664
84,2007-05-04,150.75,151.119995,150.220001,150.919998,115.573647,96409000,0.8324117740134029,149.2609969999996,0.379110061359083
85,2007-05-07,150.880005,151.199997,150.809998,150.949997,115.59663400000001,63461400,0.8899230720132973,149.5499968999996,0.019877418763286536
86,2007-05-08,150.580002,150.919998,150.130005,150.75,115.44341999999999,80584000,0.7602640096136468,149.8129973999996,-0.13249221859871665
87,2007-05-09,150.639999,152.820007,150.369995,151.16000400000001,115.757423,102070100,0.9023934256171721,149.98099819999962,0.27197611940299493
88,2007-05-10,150.729996,151.020004,149.270004,149.580002,114.54746200000001,153617800,0.9074678540162109,149.97399899999962,-1.0452513615969523
89,2007-05-11,149.75,150.929993,149.720001,150.860001,115.52771000000001,113408900,0.9485651552165736,150.10699919999962,0.8557286956046462
90,2007-05-14,150.860001,151.300003,149.78999299999998,150.529999,115.27496299999999,108027500,0.5861306164123669,150.33099979999963,-0.21874718136851096
91,2007-05-15,150.699997,151.66000400000001,150.190002,150.570007,115.305626,180673300,0.2798500206164138,150.52100069999963,0.02657809092259428
92,2007-05-16,150.800003,151.630005,150.380005,151.600006,116.094421,114166500,0.2576011180115999,150.72700199999963,0.6840665153186873
93,2007-05-17,151.380005,151.96000700000002,151.110001,151.300003,115.864677,101132800,0.26719659121001016,150.82200169999962,-0.1978911531177669
94,2007-05-18,152.009995,152.619995,151.809998,152.619995,116.87548799999999,99182000,0.560614356413035,150.99200139999962,0.8724335583787034
95,2007-05-21,152.580002,153.229996,152.5,152.53999299999998,116.814232,174664600,0.7747848460179885,151.15100099999964,-0.05241908178545508
96,2007-05-22,152.699997,153.16000400000001,152.380005,152.419998,116.72233600000001,82148800,0.8918510712187461,151.31800079999965,-0.07866461617052045
97,2007-05-23,152.949997,153.5,152.360001,152.440002,116.737648,133786600,0.9988594928178252,151.44600059999965,0.013124262080098002
98,2007-05-24,152.529999,153.21000700000002,150.740005,151.059998,115.680862,187593000,0.6436603344181474,151.59400019999964,-0.9052768183511211
99,2007-05-25,151.5,152.020004,151.179993,151.690002,116.163353,83309200,0.5838174698183994,151.67700029999963,0.41705548016754596
100,2007-05-29,151.940002,152.5,151.449997,152.240005,116.584526,82020000,0.4547124956200809,151.84800089999962,0.3625835537928227
101,2007-05-30,151.46000700000002,153.53999299999998,151.33999599999999,153.479996,117.53406499999998,129013600,0.4730460956175541,152.13899979999962,0.8144974771907052
102,2007-05-31,153.669998,153.889999,153.119995,153.320007,117.41156000000001,114866700,0.5538884302188872,152.31099989999964,-0.10424094616212783
103,2007-06-01,153.880005,154.399994,153.509995,154.080002,117.99358400000001,107771700,0.6873298556183627,152.5889997999996,0.49569199406572134
104,2007-06-04,153.53999299999998,154.389999,153.479996,154.100006,118.00888799999998,78008800,0.8936434334186958,152.7370008999996,0.012982865875092687
105,2007-06-05,153.740005,153.899994,152.860001,153.490005,117.54171799999999,126917900,0.9374385116126944,152.83200209999964,-0.3958474862097093
106,2007-06-06,152.860001,152.949997,151.75,151.83999599999999,116.278152,164096800,1.0155073608146965,152.77400189999963,-1.0749944271615675
107,2007-06-07,151.559998,152.5,149.059998,149.100006,114.17988600000001,232414600,2.2426206220162106,152.4400022999996,-1.8045245470106424
108,2007-06-08,149.580002,151.190002,149.08999599999999,151.03999299999998,115.665512,175886000,2.248178037222768,152.43800179999963,1.3011314030396306
109,2007-06-11,150.929993,151.949997,150.699997,151.300003,115.864677,102015600,2.3202108018228964,152.39900189999963,0.17214645924938737
110,2007-06-12,150.669998,151.53999299999998,149.550003,149.649994,114.601097,233898000,3.0063056740269696,152.1400007999996,-1.090554505805272
111,2007-06-13,150.5,152.070007,149.720001,151.889999,116.316475,193208200,2.807716145824899,151.9810010999996,1.4968293283058847
112,2007-06-14,152.059998,153.119995,152.029999,152.860001,117.05925,146396500,2.7035704930210596,151.9350004999996,0.6386213749333307
113,2007-06-15,153.139999,153.66000400000001,152.929993,153.070007,117.725357,154030800,2.3620904260248077,151.8340009999996,0.1373845339697419
114,2007-06-18,153.380005,153.389999,152.66000400000001,152.889999,117.586906,88537500,1.9454845682222104,151.7130002999996,-0.11759847897571145
115,2007-06-19,152.550003,153.380005,152.360001,153.270004,117.87915,110851700,1.8716520456213614,151.6910001999996,0.24854797729445421
116,2007-06-20,153.580002,153.580002,150.96000700000002,151.139999,116.240959,177119700,1.8948923450196524,151.6210004999996,-1.3897076690883436
117,2007-06-21,151.080002,152.110001,150.25,151.979996,116.88699299999999,205262000,1.1892953710176588,151.90899949999962,0.5557741203902026
118,2007-06-22,151.520004,151.770004,149.850006,150.550003,115.787186,204964700,1.2960643880136544,151.86000049999964,-0.9409086969577207
119,2007-06-25,150.240005,151.25,149.020004,149.830002,115.233475,232014400,1.6551850296132415,151.71300039999963,-0.4782470844587073
120,2007-06-26,150.21000700000002,150.46000700000002,148.279999,148.28999299999998,114.04900400000001,198445700,2.3827874278146206,151.5770002999996,-1.0278375355024196
121,2007-06-27,148.130005,150.570007,148.059998,150.399994,115.67186699999999,213638000,2.489323843218172,151.42799979999958,1.4228883266587053
122,2007-06-28,150.380005,151.41000400000001,149.669998,150.380005,115.65644099999999,157705000,2.3325866080205655,151.1800001999996,-0.013290559040834244
123,2007-06-29,150.899994,151.649994,149.149994,150.429993,115.69493100000001,199701800,1.961928378419163,150.91599879999958,0.03324112138444524
124,2007-07-02,150.869995,151.919998,150.770004,151.78999299999998,116.740898,103357000,1.6365471536221634,150.80599819999958,0.9040750271124357
125,2007-07-03,152.179993,152.5,151.990005,152.33999599999999,117.16390200000001,54048400,1.2560804716186376,150.71299739999955,0.3623447034482727
126,2007-07-05,152.399994,152.559998,151.630005,152.179993,117.040779,89279000,1.4422391688199583,150.81699679999957,-0.10503019837284822
127,2007-07-06,152.380005,153.169998,151.929993,152.979996,117.65611299999999,81109000,1.7648390088199595,150.91699679999957,0.5256952535147007
128,2007-07-09,153.16000400000001,153.360001,152.619995,153.100006,117.748405,72348100,2.1628983276244953,151.17199709999954,0.07844816520978842
129,2007-07-10,152.28999299999998,152.610001,150.770004,150.919998,116.07177,180362600,1.9772726846220188,151.28099669999955,-1.4239111133673077
130,2007-07-11,150.75,152.050003,150.520004,151.990005,116.89473000000001,175607600,0.99603076022609,151.6509978999996,0.7089895402728563
131,2007-07-12,152.369995,154.75,152.33999599999999,154.389999,118.740501,133882500,1.4305409880244355,152.0499983999996,1.5790472537980327
132,2007-07-13,154.570007,155.46000700000002,154.389999,154.850006,119.094284,111794300,1.7358483590258582,152.49699849999962,0.29795129411200966
133,2007-07-16,154.990005,155.529999,154.580002,154.830002,119.078979,98378700,1.6592869264232533,152.9369993999996,-0.012918307539490914
134,2007-07-17,154.929993,155.479996,154.679993,154.75,119.01741799999999,126201300,1.7688052614187,153.23300009999963,-0.05167086415203137
135,2007-07-18,154.229996,154.800003,153.300003,154.470001,118.802071,237887400,1.7967075388168463,153.44600059999962,-0.18093634894992158
136,2007-07-19,155.199997,155.529999,154.75,155.070007,119.26351899999999,145212700,1.8166478840132065,153.7350019999996,0.38842881861573086
137,2007-07-20,154.889999,154.990005,152.830002,153.5,118.05603799999999,245502500,1.7624630304098468,153.7870023999996,-1.0124504605200695
138,2007-07-23,154.179993,154.720001,153.300003,153.970001,118.417511,121183900,1.711046560808498,153.8740018999996,0.3061895765472289
139,2007-07-24,153.119995,154.279999,150.759995,151.300003,116.364006,256732400,1.4995356524068417,153.9120023999996,-1.7341027360258265
140,2007-07-25,152.020004,152.389999,150.25,151.610001,116.60247,265214500,1.6586052660061952,153.87400199999962,0.20488961920245788
141,2007-07-26,150.190002,150.800003,146.389999,148.020004,113.841385,467592500,4.65314087100545,153.23700249999962,-2.3679156891503554
142,2007-07-27,148.21000700000002,148.869995,145.050003,145.110001,111.603348,422987600,10.049101206004185,152.2630019999996,-1.9659525208498094
143,2007-07-30,145.929993,147.809998,145.28999299999998,147.380005,113.34915900000001,283017500,11.219493723204987,151.5180022999996,1.5643332536397678
144,2007-07-31,148.330002,149.46000700000002,145.03999299999998,145.720001,112.072456,316976700,12.721185898004624,150.61500239999958,-1.1263427491402345
145,2007-08-01,145.179993,147.009995,143.949997,146.429993,112.618523,467670000,12.340097558812635,149.8110015999996,0.4872303013503272
146,2007-08-02,146.759995,147.759995,145.259995,147.600006,113.51837900000001,294758400,9.505224784011643,149.0640014999996,0.7990255111191678
147,2007-08-03,147.279999,147.580002,143.199997,143.800003,110.595802,359398200,9.367485117611556,148.0940017999996,-2.5745276731221836
148,2007-08-06,144.21000700000002,146.830002,142.529999,146.21000700000002,112.44936399999999,324980000,5.667517029613843,147.3180023999996,1.675941550571466
149,2007-08-07,145.940002,149.0,145.229996,147.770004,113.649147,232568700,3.977705767014055,146.9650024999996,1.066956381446573
150,2007-08-08,148.41000400000001,150.58999599999999,147.33999599999999,149.830002,115.233475,274930600,2.6092429096138403,146.7870025999996,1.3940569427067264
151,2007-08-09,147.429993,148.949997,145.28999299999998,145.389999,111.81868,357622100,2.5832063072146956,146.5240020999996,-2.963360435648942
152,2007-08-10,144.389999,146.5,143.119995,144.71000700000002,111.29569199999999,411018400,2.710724266416612,146.48400269999962,-0.46770204599834286
153,2007-08-13,146.5,146.889999,145.020004,145.229996,111.69561000000002,181917200,2.741470147619762,146.26900179999961,0.35933174960041364
154,2007-08-14,145.699997,146.059998,142.720001,143.009995,109.98821299999999,264134500,3.7000011668239616,145.99800119999963,-1.528610522030171
155,2007-08-15,142.720001,144.46000700000002,140.619995,141.03999299999998,108.473114,323834000,5.849003006423983,145.45900119999965,-1.377527493795117
156,2007-08-16,139.78999299999998,142.940002,137.0,142.100006,109.28833799999998,546743700,6.216397726423978,144.90900119999964,0.7515690957245201
157,2007-08-17,145.5,145.809998,141.389999,144.71000700000002,111.29569199999999,388218100,6.0890888220268575,145.00000159999962,1.8367353200534071
158,2007-08-20,145.169998,145.470001,143.28999299999998,144.639999,111.24183700000002,187320400,5.930988451223975,144.84300079999963,-0.048378133241352005
159,2007-08-21,144.600006,145.970001,144.139999,144.929993,111.464882,157066400,4.994353817427824,144.55899969999962,0.2004936407666922
160,2007-08-22,146.009995,146.800003,145.330002,146.649994,112.78773500000001,173156700,2.5521085002298936,144.24099889999962,1.1867805720517743
161,2007-08-23,147.33999599999999,147.649994,145.610001,146.520004,112.68778200000001,203915300,2.9267056888322456,144.35399939999962,-0.08863962176499803
162,2007-08-24,146.479996,148.330002,146.279999,148.330002,114.07986499999998,128901900,4.363847577226902,144.7159988999996,1.2353248366004737
163,2007-08-27,147.850006,148.330002,146.729996,146.949997,113.01846299999998,113024300,4.806918992026409,144.88799899999958,-0.9303613438905037
164,2007-08-28,146.16000400000001,146.25,143.46000700000002,143.720001,110.534279,219790700,4.585609937224852,144.95899959999957,-2.1980238624979354
165,2007-08-29,144.369995,146.740005,143.96000700000002,146.53999299999998,112.70313999999999,207654200,2.9972026772248332,145.50899959999956,1.9621430422895592
166,2007-08-30,145.449997,147.190002,145.309998,146.149994,112.403168,191817300,1.7121422948224398,145.91399839999954,-0.2661382684793693
167,2007-08-31,147.649994,148.5,146.830002,147.58999599999999,113.510658,185477500,1.7651361948144129,146.2019972999995,0.9852904954618013
168,2007-09-04,147.449997,149.979996,147.399994,149.080002,114.65666200000001,120062000,2.1523071648162473,146.6459975999995,1.0095575854612955
169,2007-09-05,148.199997,148.360001,147.0,147.78999299999998,113.664482,166261800,1.9069165336162457,146.93199759999953,-0.865313243019695
170,2007-09-06,147.949997,148.610001,147.119995,148.130005,113.926033,127878400,2.0205817780192192,147.07999869999952,0.2300642912947631
171,2007-09-07,146.479996,146.889999,145.259995,146.070007,112.341682,235447600,2.089205722023208,147.03499899999954,-1.390668960012529
172,2007-09-10,146.520004,146.720001,144.330002,145.78999299999998,112.12628899999999,192305900,2.011989981825097,146.78099809999952,-0.19169849153222993
173,2007-09-11,146.240005,147.699997,146.130005,147.490005,113.433784,162081900,2.056486911029098,146.83499889999953,1.1660690593489607
174,2007-09-12,147.28999299999998,148.440002,146.979996,147.869995,113.726082,149554600,1.021062910029819,147.24999829999953,0.25763779721886393
175,2007-09-13,148.550003,149.449997,148.199997,148.91000400000001,114.525894,154079000,1.190044528429053,147.48699939999955,0.7033265944183106
176,2007-09-14,147.96000700000002,149.08999599999999,147.740005,148.899994,114.518173,121911000,1.1353165584290508,147.76199939999952,-0.006722181002709864
177,2007-09-17,148.309998,148.649994,147.630005,148.100006,113.902946,109870800,1.141181785631251,147.8130003999995,-0.5372653003599079
178,2007-09-18,148.830002,152.5,148.130005,152.46000700000002,117.25621000000001,263759500,3.0258751762351164,148.1510008999995,2.9439573419058545
179,2007-09-19,153.41000400000001,154.389999,152.71000700000002,153.360001,117.948357,193779900,5.415960818828244,148.70800169999953,0.5903148095749414
180,2007-09-20,153.33999599999999,153.429993,152.110001,152.279999,117.11776699999999,175186800,6.486244769427526,149.12300109999953,-0.7042266516417194
181,2007-09-21,152.71000700000002,153.119995,151.740005,151.970001,117.4338,141457500,6.016609023023686,149.7130004999995,-0.20357105465965186
182,2007-09-24,152.419998,152.820007,151.360001,151.690002,117.21746100000001,139450200,4.520362669617455,150.30300139999952,-0.18424623159672393
183,2007-09-25,150.809998,151.66000400000001,150.470001,151.389999,116.985573,142289900,3.695124641216369,150.69300079999954,-0.19777374648594429
184,2007-09-26,152.25,152.770004,151.389999,152.190002,117.603798,135547000,2.935665121012649,151.12500149999954,0.5284384736669453
185,2007-09-27,152.91000400000001,153.100006,152.190002,153.08999599999999,118.299255,102713300,2.656440735814411,151.5430006999995,0.5913621053766676
186,2007-09-28,152.850006,153.190002,151.979996,152.580002,117.90516699999999,133372100,1.9300048750094483,151.9110014999995,-0.3331334596154655
187,2007-10-01,152.600006,154.75,152.5,154.300003,119.234306,148162300,0.6639693936075658,152.5310011999995,1.1272781343914233
188,2007-10-02,154.610001,154.649994,153.809998,154.08999599999999,119.07203700000001,112978800,0.8799432132056925,152.69400009999953,-0.13610304336806703
189,2007-10-03,153.809998,154.41000400000001,153.009995,153.779999,118.832458,119055900,0.9517628712056923,152.7359998999995,-0.20117918622048733
190,2007-10-04,154.110001,154.259995,153.58999599999999,154.020004,119.017967,76864400,1.065559668007044,152.91000039999952,0.15607036126980106
191,2007-10-05,155.029999,156.100006,154.630005,155.850006,120.432053,134579700,1.6910186856099005,153.29800089999952,1.188158649833568
192,2007-10-08,155.389999,155.490005,154.770004,155.020004,119.79068799999999,71280400,1.6180929738106997,153.63100109999954,-0.5325646249894962
193,2007-10-09,155.600006,156.5,155.029999,156.479996,120.918861,94054300,1.6684804320127662,154.14000079999954,0.9418087745630556
194,2007-10-10,156.03999299999998,156.440002,155.41000400000001,156.220001,120.717949,101711100,1.5584620638126128,154.5430006999995,-0.16615222817362774
195,2007-10-11,156.929993,157.520004,154.53999299999998,155.470001,120.138443,233529100,1.3766285156101574,154.7810011999995,-0.48009217462493803
196,2007-10-12,155.46000700000002,156.350006,155.270004,156.330002,120.802925,124546700,0.9915041156101632,155.1560011999995,0.5531620212699497
197,2007-10-15,156.270004,156.360001,153.940002,155.009995,119.782928,161151900,0.9153217184130439,155.2270003999995,-0.8443721506509057
198,2007-10-16,154.41000400000001,154.520004,153.470001,153.779999,118.832458,166525700,0.9944641416112094,155.1960006999995,-0.7934946388457079
199,2007-10-17,154.979996,155.08999599999999,152.470001,154.25,119.195641,216687300,0.8812407832109604,155.2430007999995,0.3056320737783308
200,2007-10-18,153.449997,154.190002,153.080002,153.690002,118.76293899999999,148367500,0.9717601800100427,155.21000059999952,-0.36304570502431593
201,2007-10-19,153.08999599999999,156.479996,149.66000400000001,149.669998,115.65648700000001,297169900,3.618037380807169,154.5919997999995,-2.6156574583166448
202,2007-10-22,148.860001,150.759995,148.66000400000001,150.53999299999998,116.32875800000001,261989800,5.040889546408832,154.1439986999995,0.5812754804740419
203,2007-10-23,151.46000700000002,151.949997,150.25,151.759995,117.271584,180085100,4.840764477609458,153.6719985999995,0.8104172025569462
204,2007-10-24,151.21000700000002,151.740005,148.83999599999999,151.479996,117.05513799999999,326694200,4.447343920409308,153.19799809999952,-0.18450119216200794
205,2007-10-25,151.649994,152.28999299999998,149.880005,151.83999599999999,117.333382,237374500,3.9837918100086624,152.83499759999953,0.23765514226709197
206,2007-10-26,153.059998,153.619995,151.899994,153.619995,118.708832,176484000,2.750466946806902,152.56399689999952,1.1722859897862508
